sim_id,강원특별자치도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,서울특별시,세종특별자치시,울산광역시,인천광역시,전라남도,전북특별자치도,제주특별자치도,충청남도,충청북도
367,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
368,D,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
369,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
370,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
371,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
372,D,D,R,R,D,R,R,R,D,D,D,R,D,D,D,R,R
373,D,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,D
374,D,R,R,R,D,D,D,D,D,D,R,D,D,D,D,D,D
375,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
376,D,R,R,R,D,R,D,D,R,R,R,R,D,D,D,R,D
377,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,D
378,D,D,R,R,D,R,R,R,R,R,R,R,D,R,D,R,R
379,R,D,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
380,D,D,R,R,D,R,D,R,R,D,R,D,D,D,R,D,D
381,R,R,R,R,R,R,D,R,R,R,R,D,D,R,D,D,R
382,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
383,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
384,D,R,R,R,D,R,D,R,R,D,D,D,D,D,R,R,R
385,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
386,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
387,R,R,R,R,D,R,R,D,D,D,R,R,D,D,R,R,R
388,R,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,R
389,R,D,R,R,D,R,D,R,R,R,R,R,D,D,D,D,R
390,R,D,R,R,D,R,R,D,R,D,D,R,D,D,D,D,R
391,R,D,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
392,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
393,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
394,D,D,R,R,D,R,D,R,D,D,R,R,D,D,D,R,R
395,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
396,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
397,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
398,R,R,R,R,D,R,D,D,R,R,D,D,D,D,D,D,R
399,D,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,D
400,R,R,R,R,R,R,R,R,R,D,R,D,D,D,D,R,R
401,D,R,R,R,R,R,D,R,R,R,R,R,D,D,D,R,R
402,D,D,R,R,D,D,D,R,D,D,R,D,D,D,D,D,D
403,D,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,R
404,D,D,R,R,D,R,D,R,R,R,D,R,D,D,D,R,R
405,R,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,R
406,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,D
407,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,D,R
408,R,R,R,R,D,R,R,R,D,R,D,R,D,D,R,R,R
409,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
410,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
411,R,R,R,R,D,R,R,D,R,R,R,D,D,D,R,R,R
412,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,R
413,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,D
414,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
415,D,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
416,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D,D,R
417,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
418,R,D,R,R,D,R,R,R,R,R,R,R,D,D,D,R,D
419,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
420,R,R,R,R,D,R,D,R,D,R,R,R,D,D,R,R,R
421,D,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
422,R,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
423,R,D,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
424,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
425,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
426,D,D,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
427,R,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
428,D,D,D,R,D,D,D,R,D,D,R,D,D,D,R,D,D
429,R,R,R,R,D,R,R,D,R,D,D,R,D,D,D,D,R
430,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
431,D,D,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
432,D,D,R,R,D,R,D,D,R,D,D,D,D,D,D,D,D
433,R,R,R,R,D,R,R,D,R,D,R,R,D,D,R,R,D
434,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
435,R,D,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
436,R,R,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
437,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
438,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
439,D,R,R,R,R,R,R,R,R,R,R,D,D,D,D,R,R
440,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
441,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
442,D,D,R,R,D,R,D,D,R,D,D,D,D,D,D,D,D
443,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,R
444,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
445,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
446,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
447,R,R,R,R,D,R,R,D,R,D,R,D,D,D,R,D,R
448,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
449,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
450,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
451,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
452,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
453,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
454,R,D,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
455,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,D,R
456,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
457,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
458,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,R,D
459,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,D
460,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
461,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
462,D,D,R,R,D,R,D,D,D,D,R,R,D,D,D,D,D
463,R,D,R,R,D,R,R,R,R,R,R,R,D,D,D,D,D
464,R,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,D
465,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
466,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
467,D,D,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D
468,R,R,R,R,D,D,D,R,D,D,R,R,D,D,R,D,R
469,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
470,R,D,R,R,D,R,D,R,D,R,R,D,D,D,R,D,R
471,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
472,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,D,D
473,D,D,D,R,D,D,D,D,R,D,D,D,D,D,D,D,D
474,R,D,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
475,D,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
476,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
477,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,D
478,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
479,R,R,R,R,D,R,R,R,R,R,R,R,R,D,D,D,R
480,D,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,D
481,R,R,R,R,D,R,R,R,R,R,R,R,D,R,R,D,R
482,D,R,R,R,D,R,R,R,R,D,D,R,D,D,D,D,D
483,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
484,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,D,D
485,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
486,D,R,R,R,D,R,D,R,R,R,R,D,D,D,D,R,R
487,D,D,D,R,D,D,D,R,D,D,R,D,D,D,D,D,D
488,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
489,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
490,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,D
491,D,D,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
492,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,D
493,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
494,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,D
495,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
496,D,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,D
497,D,R,R,R,D,R,D,R,R,R,R,R,D,D,R,D,D
498,D,R,R,R,D,R,D,R,R,R,R,D,D,D,R,R,D
499,D,D,D,R,D,D,D,D,D,D,D,D,D,D,R,D,R
500,R,D,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
501,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,R,D
502,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
503,R,R,R,R,D,R,D,R,D,D,D,D,D,D,D,D,D
504,D,D,R,R,D,R,D,R,R,D,R,R,D,D,D,R,D
505,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
506,D,D,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
507,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
508,R,D,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
509,D,R,R,R,D,R,D,R,R,D,R,R,D,D,D,D,D
510,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
511,R,D,R,R,D,R,D,R,R,R,R,D,D,D,R,R,D
512,R,R,R,R,D,R,R,R,D,R,R,D,D,D,R,R,R
513,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,R
514,R,R,R,R,D,R,D,R,R,R,R,D,D,D,D,R,D
515,R,R,R,R,D,R,R,R,D,R,R,D,D,D,R,D,R
516,D,D,R,R,D,R,D,R,D,R,R,R,D,D,R,R,R
517,D,R,R,R,D,R,D,R,D,D,D,R,D,D,R,R,R
518,R,R,R,R,D,R,D,R,R,D,R,D,D,D,D,R,D
519,D,R,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
520,D,D,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
521,D,D,R,R,D,R,D,R,D,D,R,R,D,D,R,D,R
522,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
523,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
524,R,D,R,R,D,R,D,D,D,D,D,D,D,D,R,D,D
525,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
526,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
527,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
528,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
529,R,D,D,R,D,R,D,R,R,R,R,R,D,D,R,R,R
530,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
531,D,R,D,R,D,R,D,D,D,D,D,D,D,D,R,D,D
532,D,R,R,D,D,R,D,D,D,D,D,D,D,D,D,D,R
533,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
534,D,D,R,R,D,D,D,R,D,D,R,D,D,D,D,D,D
535,D,D,R,R,D,R,D,D,R,D,D,D,D,D,D,D,D
536,R,D,D,R,D,R,D,R,D,D,R,D,D,D,D,R,D
537,D,D,R,D,D,R,D,D,D,D,D,D,D,D,D,D,D
538,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
539,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
540,R,D,R,R,D,R,R,R,R,R,D,R,D,D,D,D,R
541,D,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
542,R,R,R,R,D,R,R,R,R,R,R,R,D,R,R,R,R
543,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
544,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
545,R,D,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
546,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
547,D,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,R
548,D,R,R,R,D,R,R,D,D,D,R,R,D,D,R,R,R
549,D,R,R,R,D,R,R,R,D,R,R,D,D,D,D,R,R
550,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
551,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
552,R,D,R,R,D,R,R,R,D,R,R,R,D,D,R,R,R
553,D,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
554,D,R,D,R,D,D,D,D,D,D,R,D,D,D,D,D,R
555,D,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,D
556,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,R
557,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
558,R,R,R,R,D,R,R,D,D,D,R,R,D,D,D,R,R
559,R,D,R,R,D,D,R,R,R,R,R,R,D,D,R,D,D
560,R,D,D,R,D,R,D,R,D,D,R,D,D,D,R,D,D
561,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,D
562,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
563,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
564,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
565,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
566,D,D,D,R,D,D,D,D,D,D,D,D,D,D,R,D,D
567,D,D,D,R,D,R,D,D,D,D,R,R,D,D,D,D,D
568,D,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,D
569,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
570,D,R,R,R,D,D,D,D,D,D,D,D,D,D,D,D,D
571,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
572,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
573,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
574,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
575,D,R,D,R,D,D,R,D,D,D,R,D,D,D,D,D,D
576,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
577,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,D
578,D,D,D,R,D,R,D,D,D,D,D,D,D,D,D,D,D
579,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
580,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
581,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,R
582,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
583,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,R,D
584,R,R,R,R,D,R,D,D,R,R,R,R,D,D,D,R,D
585,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
586,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
587,R,D,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
588,R,R,R,R,D,R,R,R,R,D,R,D,D,D,D,D,D
589,R,D,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
590,D,R,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
591,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
592,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
593,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,D
594,D,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
595,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
596,R,D,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
597,D,R,R,R,D,R,R,R,R,D,R,D,D,D,D,R,R
598,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,R
599,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
600,D,R,R,R,D,R,D,R,D,D,D,D,D,D,D,D,D
601,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
602,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
603,R,D,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
604,R,D,R,R,D,R,R,R,R,R,D,R,D,D,D,D,R
605,R,D,R,R,D,R,D,R,R,D,R,R,D,D,D,D,R
606,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
607,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
608,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,D
609,D,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,D
610,R,D,R,R,D,R,D,R,D,D,D,D,D,D,D,D,D
611,R,R,R,R,R,R,D,R,R,D,R,R,D,D,R,R,R
612,R,D,R,R,D,R,R,R,R,R,R,R,D,D,D,D,R
613,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,R
614,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
615,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
616,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
617,D,D,D,R,D,D,D,D,D,D,D,D,D,D,D,D,D
618,R,R,R,R,D,R,D,D,R,D,R,D,D,D,R,R,R
619,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
620,D,D,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
621,D,D,R,R,D,D,D,R,D,D,R,D,D,D,D,D,D
622,R,R,R,R,D,R,R,D,R,D,R,R,D,D,D,D,D
623,D,D,R,R,D,D,D,D,D,D,R,D,D,D,D,D,R
624,R,R,R,R,D,R,D,D,D,R,R,R,D,D,R,R,R
625,R,D,R,R,D,R,D,R,R,R,R,R,D,D,R,D,R
626,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,D
627,R,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
628,D,D,D,R,D,D,D,D,D,D,D,D,D,D,D,D,R
629,R,R,R,R,D,R,R,R,D,R,R,D,D,D,R,R,D
630,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
631,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
632,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,D,R
633,D,D,R,R,D,D,D,R,D,D,D,D,D,D,D,D,D
634,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,R
635,R,R,R,R,D,R,D,R,D,D,R,D,D,D,R,R,R
636,D,R,R,R,D,R,R,R,D,D,R,D,D,D,D,R,R
637,R,R,R,R,D,R,R,R,D,D,R,D,D,D,R,D,D
638,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,D,D
639,R,D,R,R,R,R,D,R,D,R,R,D,D,D,D,R,D
640,D,R,R,R,D,R,D,R,R,R,R,R,D,D,D,R,R
641,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
642,R,D,R,R,D,R,D,R,D,D,R,D,D,D,R,R,D
643,R,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
644,R,R,R,R,D,R,R,R,D,R,R,D,D,D,D,D,R
645,R,R,R,R,D,R,D,R,D,D,R,R,D,D,R,R,R
646,R,D,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
647,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
648,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
649,D,D,D,R,D,R,D,R,D,D,R,D,D,D,D,D,D
650,D,D,D,R,D,R,D,D,D,D,R,D,D,D,R,D,D
651,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,D,D
652,R,R,R,R,D,R,D,R,D,D,R,R,D,D,D,D,R
653,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
654,D,R,R,R,D,R,D,R,D,R,R,R,D,D,D,R,D
655,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
656,R,R,R,R,D,R,R,D,R,R,R,R,D,D,R,R,R
657,R,R,D,R,D,R,D,R,R,D,D,R,D,D,R,D,D
658,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,D,R
659,R,D,R,R,R,R,R,D,R,D,R,R,D,D,R,R,R
660,D,R,R,R,D,R,R,D,R,D,R,R,D,D,D,R,D
661,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
662,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,R,R
663,D,R,R,R,D,R,D,R,D,D,R,D,D,D,R,R,R
664,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,D,D
665,D,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
666,R,R,R,R,D,R,D,R,D,R,R,D,D,D,R,R,R
667,D,R,R,R,D,R,R,R,R,D,D,R,D,D,D,R,D
668,R,D,R,R,D,R,R,R,D,R,R,R,D,D,D,D,R
669,R,R,R,R,D,R,D,R,R,R,R,D,D,D,R,R,D
670,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,D
671,R,D,R,R,D,R,R,R,D,D,R,D,D,D,D,R,D
672,R,R,R,R,D,R,D,R,D,D,R,D,D,D,D,R,D
673,R,R,R,R,D,R,R,D,D,D,R,R,D,D,D,D,R
674,R,R,D,R,D,D,D,D,D,D,R,D,D,D,D,D,D
675,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
676,R,R,R,R,D,R,R,R,R,R,R,D,D,D,R,R,R
677,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
678,D,R,R,R,D,R,R,R,R,D,R,D,D,D,R,R,R
679,D,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
680,D,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
681,D,D,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
682,D,R,R,R,D,R,R,R,D,D,R,R,D,D,R,R,D
683,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,R,R
684,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
685,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
686,R,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
687,R,R,R,R,D,R,R,R,D,R,R,D,D,D,D,D,R
688,R,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,D
689,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,D,D
690,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
691,R,R,R,R,D,R,D,R,D,R,R,R,D,D,D,R,R
692,D,D,D,R,D,R,D,D,D,D,R,D,D,D,D,D,D
693,R,D,R,R,D,R,R,R,D,D,R,R,D,D,R,R,R
694,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
695,D,D,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
696,R,D,R,R,D,R,R,R,R,D,R,D,D,D,D,D,R
697,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
698,D,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
699,R,R,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
700,D,R,R,R,D,R,R,R,R,R,R,R,D,D,D,R,R
701,R,R,R,R,D,R,D,R,R,D,R,R,D,D,D,R,R
702,R,D,R,R,D,R,R,D,R,D,R,R,D,D,R,D,R
703,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
704,R,R,R,R,D,R,R,D,D,R,R,D,D,D,R,D,D
705,R,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,D
706,R,R,R,R,D,R,R,R,D,D,R,R,R,D,D,R,R
707,R,D,D,R,D,R,R,R,D,R,R,R,D,D,D,R,R
708,R,R,R,R,D,R,D,R,D,R,R,D,D,D,R,D,R
709,D,R,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
710,D,R,R,R,D,R,R,D,D,R,R,D,D,D,D,D,R
711,D,R,D,R,D,R,D,R,R,D,R,D,D,D,D,D,D
712,R,R,R,R,D,R,R,R,D,R,R,R,D,D,D,R,R
713,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,R
714,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
715,D,D,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
716,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
717,R,R,R,R,D,R,R,R,D,D,R,R,D,D,R,D,R
718,R,R,R,R,D,R,R,R,D,R,R,R,D,D,R,D,R
719,D,D,R,R,D,R,R,R,R,D,R,R,D,D,D,R,R
720,D,R,R,R,D,R,D,R,D,D,R,D,D,D,D,D,D
721,R,D,R,R,D,R,R,R,D,D,R,R,D,D,D,D,R
722,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,R,R
723,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,R,D
724,D,R,R,R,D,R,R,R,D,R,D,R,D,D,D,D,R
725,D,R,R,R,D,R,R,R,D,R,R,R,D,D,R,R,D
726,D,D,D,R,D,R,D,D,D,R,R,D,D,D,D,D,R
727,R,R,R,R,D,R,R,R,R,R,R,R,D,R,R,R,R
728,R,D,R,R,D,R,R,R,D,D,R,R,D,D,R,R,D
729,R,R,R,R,D,R,R,R,R,D,R,R,D,R,D,D,R
730,R,R,R,R,D,R,D,R,R,R,R,R,D,D,R,R,R
731,R,D,R,R,D,R,R,R,R,D,R,D,D,D,R,D,R
732,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
733,D,D,D,R,D,D,D,D,D,D,R,D,D,D,D,D,R
734,R,D,R,R,D,D,D,R,D,D,R,D,D,D,D,D,D
735,R,R,R,R,D,R,D,R,D,D,D,D,D,D,D,R,R
736,D,R,D,R,D,R,D,D,D,D,D,D,D,D,D,R,D
737,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
738,D,R,R,R,D,R,R,R,D,D,R,R,D,D,D,D,D
739,D,D,D,R,D,D,D,D,D,D,R,D,D,D,D,D,R
740,R,R,R,R,D,R,D,R,R,D,R,R,D,D,R,D,R
741,R,R,R,R,D,R,R,R,D,D,R,D,D,D,D,D,D
742,D,R,R,R,D,R,D,D,D,D,R,D,D,D,D,D,D
743,D,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,R
744,D,D,R,R,D,R,R,R,D,D,D,D,D,D,D,D,D
745,R,R,R,R,D,R,R,R,R,R,R,D,D,R,R,R,R
746,R,D,D,R,D,R,D,R,R,D,R,R,D,D,D,R,R
747,R,R,R,R,D,R,R,R,R,R,R,R,D,D,R,R,D
748,R,D,R,R,D,R,D,R,D,D,R,R,D,D,R,R,D
749,R,R,R,R,D,R,R,R,R,D,R,R,D,D,R,D,R
750,D,D,R,R,D,R,D,R,R,D,D,D,D,D,D,D,R
751,D,R,R,R,D,R,R,R,R,R,R,D,D,D,D,R,R
